"Author","tDegr","CSCL_1995","CSCL_1997","CSCL_1999","CSCL_2002","CSCL_2003","CSCL_2005","CSCL_2007","CSCL_2009","CSCL_2011","CSCL_2013","CSCL_2015","CSCL_2017","CSCL_2019","ICLS_1996","ICLS_1998","ICLS_2000","ICLS_2004","ICLS_2006","ICLS_2008","ICLS_2010","ICLS_2012","ICLS_2014","ICLS_2016","ICLS_2018","ICLS_2020","ISLS_2021"
"Dieckmeyer__Emily",3,"","","","","","","","","","","","","","","","","","","","","","","high.school","","",""
"DiGiacomo__Daniela",3,"","","","","","","","","","","","","","","","","","","","","","","learning.science","","",""
"Drayton__Brian",3,"","","","","","","","","","","","","","","","","","","","","","","case.study","","",""
"Duckles__Joyce_M.",3,"","","","","","","","","","","","","","","","","","","","","","","learning.environment","","",""
"Flake__Sabrina",3,"","","","","","","","","","","","","","","","","","","","","","","learning.context","","",""
"Gomoll__Andrea_S.",3,"","","","","","","","","","","","","","","","","","","","","","","small.group","","",""
"Gouvea__Julia_Svoboda",3,"","","","","","","","","","","","","","","","","","","","","","","learning.outcome","undergraduate.student","",""
"Grainger__Rebecca",3,"","","","","","","","","","","","","","","","","","","","","","","class.discussion","","",""
"Harrer__Benedikt_W.",3,"","","","","","","","","","","","","","","","","","","","","","","learning.environment","","","classroom.discourse"
"McBride__Elizabeth_A.",3,"","","","","","","","","","","","","","","","","","","","","","","middle.school","","",""
"Meier__Elisabeth",3,"","","","","","","","","","","","","","","","","","","","","","","problem.solving","","",""
"Mierwald__Marcel",3,"","","","","","","","","","","","","","","","","","","","","","","learning.context","","",""
"Minshew__Lana_M.",3,"","","","","","","","","","","","","","","","","","","","","","","middle.school","","",""
"Morrison__Briana_B.",3,"","","","","","","","","","","","","","","","","","","","","","","problem.solving","","",""
"Pekrun__Reinhard",3,"","","","","","","","","","","","","","","","","","","","","","","problem.solving","","",""
"Portolese__Alisha",3,"","","","","","","","","","","","","","","","","","","","","","","learning.science","","",""
"Rehak__Andi_M.",3,"","","","","","","","","","","","","","","","","","","","","","","small.group","","",""
"Searle__Kristin_A.",3,"","","","","","","","","","","","","","","","","","","","","","","high.school","","",""
"Shayan__Shakila",3,"","","","","","","","","","","","","","","","","","","","","","","problem.solving","","",""
"Stroud__Brandon",3,"","","","","","","","","","","","","","","","","","","","","","","learning.environment","","",""
"Tomar__Gaurav_Singh",3,"","","","","","","","","","","","","","","","","","","","","","","qualitative.analysis","","",""
"Van_Alstyne__Ryan",3,"","","","","","","","","","","","","","","","","","","","","","","learning.environment","","",""
"van_der_Schaaf__Marieke_F.",3,"","","","","","","","","","","","","","","","","","","","","","","problem.solving","","",""
"van_Riesen__Siswa_A._N.",3,"","","","","","","","","","","","","","","","","","","","","","","prior.knowledge","","",""
"Van_Steenis__Erica",3,"","","","","","","","","","","","","","","","","","","","","","","learning.science","","professional.development","case.study"
"Vanderbeke__Marie",3,"","","","","","","","","","","","","","","","","","","","","","","learning.context","","",""
"Anderson__Alice",3,"","","","","","","","","","","","","","","","","","","","","","","","learning.experience","",""
"Anderson__Janice_L.",3,"","","","","","","","","","","","","","","","","","","","","","","","middle.school","",""
"Anderson__Theresa_Dirndorfer",3,"","","","","","","","","","","","","","","","","","","","","","","","learning.experience","",""
"Arukovic__Selma",3,"","","","","","","","","","","","","","","","","","","","","","","","learning.process","",""
"Atarashi__Erika",3,"","","","","","","","","","","","","","","","","","","","","","","","learning.science","",""
"Barber.Lester__Kelly_Johnson",3,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"Barbieri__Christina",3,"","","","","","","","","","","","","","","","","","","","","","","","learning.environment","",""
"Behrendt__Lena",3,"","","","","","","","","","","","","","","","","","","","","","","","pilot.study","",""
"Brandon__Diana",3,"","","","","","","","","","","","","","","","","","","","","","","","learning.science","",""
"Brock__Karen",3,"","","","","","","","","","","","","","","","","","","","","","","","professional.development","",""
"Brune__Laura",3,"","","","","","","","","","","","","","","","","","","","","","","","pilot.study","",""
"Cavera__Veronica_L",3,"","","","","","","","","","","","","","","","","","","","","","","","student.learning","",""
"Chase__Catherine",3,"","","","","","","","","","","","","","","","","","","","","","","","learning.environment","",""
"Cheah__Yin_Hong",3,"","","","","","","","","","","","","","","","","","","","","","","","mixed.method","",""
"Chen__Yali",3,"","","","","","","","","","","","","","","","","","","","","","","","experimental.study","",""
"Cheng__Ka_Lok",3,"","","","","","","","","","","","","","","","","","","","","","","","teacher.learning","",""
"Chiyonishio__Yuji",3,"","","","","","","","","","","","","","","","","","","","","","","","student.learning","",""
"Connolly__Helena",3,"","","","","","","","","","","","","","","","","","","","","","","","learning.environment","",""
"Console__Katie",3,"","","","","","","","","","","","","","","","","","","","","","","","learning.result","",""
"Costa__Stacy",3,"","","","","","","","","","","","","","","","","","","","","","","","knowledge.building","",""
"Daniel__Shannon_M.",3,"","","","","","","","","","","","","","","","","","","","","","","","learning.environment","",""
"Datu__Emmanuella",3,"","","","","","","","","","","","","","","","","","","","","","","","learning.environment","",""
"Datye__Abhaya_K",3,"","","","","","","","","","","","","","","","","","","","","","","","student.work","",""
"DellaVecchia__Gabriel_P.",3,"","","","","","","","","","","","","","","","","","","","","","","","design.based.research","",""
"Denton__Rebecca",3,"","","","","","","","","","","","","","","","","","","","","","","","learning.result","",""
"Desmet__Piet",3,"","","","","","","","","","","","","","","","","","","","","","","","learning.environment","",""
"Dich__Yong_Li",3,"","","","","","","","","","","","","","","","","","","","","","","","small.group","",""
"Dietz__Brianna",3,"","","","","","","","","","","","","","","","","","","","","","","","middle.school","",""
"Dowell__Nia",3,"","","","","","","","","","","","","","","","","","","","","","","","learning.science","",""
"Dragnic.Cindric__Dalila",3,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eliason__Chad",3,"","","","","","","","","","","","","","","","","","","","","","","","mixed.method","",""
"FENG__Xueqi",3,"","","","","","","","","","","","","","","","","","","","","","","","knowledge.building","",""
"Feraud__Iván_Silva",3,"","","","","","","","","","","","","","","","","","","","","","","","learning.experience","",""
"Flood__Virginia_J",3,"","","","","","","","","","","","","","","","","","","","","","","","middle.school","",""
"Galvin__Sarah",3,"","","","","","","","","","","","","","","","","","","","","","","","learning.science","",""
"Garza__Veronica",3,"","","","","","","","","","","","","","","","","","","","","","","","high.school","",""
"Godley__Amanda_Godley",3,"","","","","","","","","","","","","","","","","","","","","","","","experimental.study","",""
"Goeke__Megan",3,"","","","","","","","","","","","","","","","","","","","","","","","learning.experience","",""
"Gold__Anne_U.",3,"","","","","","","","","","","","","","","","","","","","","","","","learning.environment","",""
"Greene__Jeffrey_Alan",3,"","","","","","","","","","","","","","","","","","","","","","","","high.school","",""
"Hamilton__Megan_M._Marie",3,"","","","","","","","","","","","","","","","","","","","","","","","computational.thinking","",""
"Harrer__Benedikt_Walter",3,"","","","","","","","","","","","","","","","","","","","","","","","middle.school","",""
"Hathaway__Kennedy",3,"","","","","","","","","","","","","","","","","","","","","","","","middle.school","",""
"Henrichson__Clayton",3,"","","","","","","","","","","","","","","","","","","","","","","","learning.result","",""
"Hicks__David",3,"","","","","","","","","","","","","","","","","","","","","","","","learning.outcome","",""
"Hollingsworth__Max",3,"","","","","","","","","","","","","","","","","","","","","","","","learning.environment","",""
"Hossain__Zahid",3,"","","","","","","","","","","","","","","","","","","","","","","","learning.process","",""
"Ibtasar__Rabia",3,"","","","","","","","","","","","","","","","","","","","","","","","learning.environment","",""
"Jackiw__Nicholas",3,"","","","","","","","","","","","","","","","","","","","","","","","case.study","",""
"Johnson__Aaron",3,"","","","","","","","","","","","","","","","","","","","","","","","learning.outcome","",""
"Keicher__Anne",3,"","","","","","","","","","","","","","","","","","","","","","","","high.school","",""
"Keith__Kevin",3,"","","","","","","","","","","","","","","","","","","","","","","","case.study","",""
"Keuschnig__Angelina",3,"","","","","","","","","","","","","","","","","","","","","","","","pilot.study","",""
"Kibler__Kristin_Watson",3,"","","","","","","","","","","","","","","","","","","","","","","","identity.development","",""
"KO__Pakon",3,"","","","","","","","","","","","","","","","","","","","","","","","case.study","","learning.experience"
"Kwako__Alexander_J.",3,"","","","","","","","","","","","","","","","","","","","","","","","professional.development","",""
"Lamnina__Marianna",3,"","","","","","","","","","","","","","","","","","","","","","","","learning.environment","",""
"Larmuseau__Charlotte",3,"","","","","","","","","","","","","","","","","","","","","","","","learning.environment","",""
"Leckey__Erin_H.",3,"","","","","","","","","","","","","","","","","","","","","","","","learning.environment","",""
"Lee__Alwyn_Vwen_Yen",3,"","","","","","","","","","","","","","","","","","","","","","","","knowledge.building","","knowledge.building"
"Lee__Sarah_Priscilla",3,"","","","","","","","","","","","","","","","","","","","","","","","learning.environment","",""
"Li__Yaoran",3,"","","","","","","","","","","","","","","","","","","","","","","","high.school","",""
"Mangaroska__Katerina",3,"","","","","","","","","","","","","","","","","","","","","","","","learning.activity","",""
"Martin__Lee_M",3,"","","","","","","","","","","","","","","","","","","","","","","","learning.science","",""
"Marx__Sherry",3,"","","","","","","","","","","","","","","","","","","","","","","","learning.community","",""
"McLachlan__Lisa",3,"","","","","","","","","","","","","","","","","","","","","","","","professional.development","",""
"Newton__Kristie_J.",3,"","","","","","","","","","","","","","","","","","","","","","","","learning.environment","",""
"Ngoc__Hung_Pham",3,"","","","","","","","","","","","","","","","","","","","","","","","learning.community","",""
"Nguyen__Tung",3,"","","","","","","","","","","","","","","","","","","","","","","","learning.community","",""
"Ogle__Todd",3,"","","","","","","","","","","","","","","","","","","","","","","","learning.outcome","",""
"Parekh__Priyanka",3,"","","","","","","","","","","","","","","","","","","","","","","","social.network","learning.activity","learning.opportunity"
"Patchan__Melissa",3,"","","","","","","","","","","","","","","","","","","","","","","","middle.school","",""
"Peffer__Melanie",3,"","","","","","","","","","","","","","","","","","","","","","","","science.classroom","science.classroom",""
"Pendergast__Laura_L",3,"","","","","","","","","","","","","","","","","","","","","","","","learning.environment","",""
"Peng__Kun",3,"","","","","","","","","","","","","","","","","","","","","","","","student.learning","",""
"Pham__Duy",3,"","","","","","","","","","","","","","","","","","","","","","","","case.study","",""
"Phillips__Anna_McLean",3,"","","","","","","","","","","","","","","","","","","","","","","","learning.environment","",""
"Polman__Joseph_L",3,"","","","","","","","","","","","","","","","","","","","","","","","case.study","",""
"Powell__Sandy",3,"","","","","","","","","","","","","","","","","","","","","","","","professional.development","",""
"Qiu__Chen",3,"","","","","","","","","","","","","","","","","","","","","","","","student.work","",""
"Rambo.Hernandez__Karen",3,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"Romine__William",3,"","","","","","","","","","","","","","","","","","","","","","","","learning.process","",""
"Schönfeld__Tim",3,"","","","","","","","","","","","","","","","","","","","","","","","learning.process","",""
"Scipio__Deana_A",3,"","","","","","","","","","","","","","","","","","","","","","","","learning.environment","",""
"Shumway__Jessica_F.",3,"","","","","","","","","","","","","","","","","","","","","","","","computational.thinking","",""
"Soken__Ali",3,"","","","","","","","","","","","","","","","","","","","","","","","case.study","",""
"Sullivan__Florence_R.",3,"","","","","","","","","","","","","","","","","","","","","","","","case.study","",""
"Tan__Jennifer_Pei.Ling",3,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tee__Yi_Huan",3,"","","","","","","","","","","","","","","","","","","","","","","","design.based.research","",""
"Todd__Amber",3,"","","","","","","","","","","","","","","","","","","","","","","","learning.process","",""
"Tucker__Thomas",3,"","","","","","","","","","","","","","","","","","","","","","","","learning.outcome","",""
"Tuvilla__Mavreen_Rose_S.",3,"","","","","","","","","","","","","","","","","","","","","","","","learning.environment","",""
"Vanneste__Pieter",3,"","","","","","","","","","","","","","","","","","","","","","","","problem.solving","",""
"Vens__Celine",3,"","","","","","","","","","","","","","","","","","","","","","","","problem.solving","",""
"Warchola__Gary_A",3,"","","","","","","","","","","","","","","","","","","","","","","","learning.environment","",""
"Wright__Casey_E.",3,"","","","","","","","","","","","","","","","","","","","","","","","learning.environment","",""
"Xie__Bin",3,"","","","","","","","","","","","","","","","","","","","","","","","small.group","",""
"Yung__Benny",3,"","","","","","","","","","","","","","","","","","","","","","","","learning.environment","",""
"Zhou__He",3,"","","","","","","","","","","","","","","","","","","","","","","","knowledge.building","",""
"Aguilera__Earl",3,"","","","","","","","","","","","","","","","","","","","","","","","","learning.environment",""
"Alhadad__Sakinah",3,"","","","","","","","","","","","","","","","","","","","","","","","","learning.experience",""
"Andrews__Chelsea",3,"","","","","","","","","","","","","","","","","","","","","","","","","case.study",""
"Anthony__Lauren",3,"","","","","","","","","","","","","","","","","","","","","","","","","learning.environment",""
"Asher__Lila",3,"","","","","","","","","","","","","","","","","","","","","","","","","learning.science",""
"Bae__Miyeon",3,"","","","","","","","","","","","","","","","","","","","","","","","","case.study",""
"Bakhshaei__Mahsa",3,"","","","","","","","","","","","","","","","","","","","","","","","","professional.development",""
"Batrouny__Nicole",3,"","","","","","","","","","","","","","","","","","","","","","","","","case.study",""
"Behnagh__Reza_Feyzi",3,"","","","","","","","","","","","","","","","","","","","","","","","","learning.experience",""
"Bejarano__Rahul_Agrawal",3,"","","","","","","","","","","","","","","","","","","","","","","","","learning.environment",""
"Boroowa__Avinash",3,"","","","","","","","","","","","","","","","","","","","","","","","","learning.analytics",""
"Bye__Jeffrey",3,"","","","","","","","","","","","","","","","","","","","","","","","","learning.environment",""
"Cameron__Ashley",3,"","","","","","","","","","","","","","","","","","","","","","","","","mathematics.teacher",""
"Campanella__Melissa",3,"","","","","","","","","","","","","","","","","","","","","","","","","case.study",""
"Catterson__Amy",3,"","","","","","","","","","","","","","","","","","","","","","","","","case.study",""
"Chandrasekhar__Vandana",3,"","","","","","","","","","","","","","","","","","","","","","","","","mathematics.teacher",""
"Cheng__Patricia",3,"","","","","","","","","","","","","","","","","","","","","","","","","learning.environment",""
"Cho__Kyungjin",3,"","","","","","","","","","","","","","","","","","","","","","","","","learning.environment","learning.environment"
"Choi__Hana",3,"","","","","","","","","","","","","","","","","","","","","","","","","learning.experience",""
"Chuang__Pei.Jung",3,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"Clifton__Jennifer",3,"","","","","","","","","","","","","","","","","","","","","","","","","learning.experience",""
"Codding__Diane",3,"","","","","","","","","","","","","","","","","","","","","","","","","design.based.research",""
"Cunningham__Kathryn",3,"","","","","","","","","","","","","","","","","","","","","","","","","learning.environment",""
"Cuzzolino__Megan_Powell",3,"","","","","","","","","","","","","","","","","","","","","","","","","science.learning",""
"Daniel__Shannon",3,"","","","","","","","","","","","","","","","","","","","","","","","","science.education",""
"Davidsson__Mattias",3,"","","","","","","","","","","","","","","","","","","","","","","","","professional.development",""
"Dhamija__Svati",3,"","","","","","","","","","","","","","","","","","","","","","","","","science.education",""
"Din__Saba",3,"","","","","","","","","","","","","","","","","","","","","","","","","mathematics.teacher",""
"Duan__Lian",3,"","","","","","","","","","","","","","","","","","","","","","","","","student.learning",""
"Dunphy__Sinead",3,"","","","","","","","","","","","","","","","","","","","","","","","","learning.science",""
"Ediss__Brandi",3,"","","","","","","","","","","","","","","","","","","","","","","","","high.school",""
"Fernandes__Tresanne",3,"","","","","","","","","","","","","","","","","","","","","","","","","learning.science",""
"Foster__Michael",3,"","","","","","","","","","","","","","","","","","","","","","","","","teacher.learning",""
"Garcia__Patricia",3,"","","","","","","","","","","","","","","","","","","","","","","","","learning.activity","education.program"
"Gates__Zaynab",3,"","","","","","","","","","","","","","","","","","","","","","","","","teacher.learning",""
"Grinath__Anna",3,"","","","","","","","","","","","","","","","","","","","","","","","","learning.environment",""
"Ha__Cheyeon",3,"","","","","","","","","","","","","","","","","","","","","","","","","learning.environment",""
"Hansen__Ali",3,"","","","","","","","","","","","","","","","","","","","","","","","","computer.science",""
"Hardy__Angela",3,"","","","","","","","","","","","","","","","","","","","","","","","","professional.development",""
"Harlow__Danielle",3,"","","","","","","","","","","","","","","","","","","","","","","","","computer.science",""
"Hideo__Funaoi",3,"","","","","","","","","","","","","","","","","","","","","","","","","problem.solving",""
"Higgs__Jennifer",3,"","","","","","","","","","","","","","","","","","","","","","","","","case.study",""
"Hlosta__Martin",3,"","","","","","","","","","","","","","","","","","","","","","","","","learning.analytics",""
"Hostetler__Andrew",3,"","","","","","","","","","","","","","","","","","","","","","","","","high.school",""
"Hou__Xinying",3,"","","","","","","","","","","","","","","","","","","","","","","","","learning.environment",""
"Huang__Dan",3,"","","","","","","","","","","","","","","","","","","","","","","","","knowledge.building",""
"James__Katie",3,"","","","","","","","","","","","","","","","","","","","","","","","","design.based.research",""
"Kawakubo__Anthony_J_Taiki",3,"","","","","","","","","","","","","","","","","","","","","","","","","network.analysis","collaborative.learning"
"Ko__Pak_On",3,"","","","","","","","","","","","","","","","","","","","","","","","","case.study",""
"Krumm__Andy",3,"","","","","","","","","","","","","","","","","","","","","","","","","learning.opportunity",""
"Kumi.Yeboah__Alex",3,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lai__Kelly",3,"","","","","","","","","","","","","","","","","","","","","","","","","computer.science",""
"Landel__Carolyn",3,"","","","","","","","","","","","","","","","","","","","","","","","","learning.opportunity",""
"Larison__Sarah",3,"","","","","","","","","","","","","","","","","","","","","","","","","teacher.learning","learning.environment"
"Lee__Carol",3,"","","","","","","","","","","","","","","","","","","","","","","","","complex.system",""
"Lubbock__Helen",3,"","","","","","","","","","","","","","","","","","","","","","","","","high.school",""
"Margulieux__Lauren",3,"","","","","","","","","","","","","","","","","","","","","","","","","learning.environment",""
"McKinley.Hicks__Megan",3,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"Moore__Meredith_C.",3,"","","","","","","","","","","","","","","","","","","","","","","","","science.learning",""
"Morel__Richard_Paquin",3,"","","","","","","","","","","","","","","","","","","","","","","","","case.study",""
"Moses__Jessica",3,"","","","","","","","","","","","","","","","","","","","","","","","","student.learning",""
"Ninh__Arianna",3,"","","","","","","","","","","","","","","","","","","","","","","","","social.interaction",""
"Nokes.Malach__Timothy",3,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pazera__Carol",3,"","","","","","","","","","","","","","","","","","","","","","","","","learning.opportunity",""
"Pektas__Emrah",3,"","","","","","","","","","","","","","","","","","","","","","","","","student.learning",""
"Perez__Melissa",3,"","","","","","","","","","","","","","","","","","","","","","","","","learning.activity","education.program"
"Pollock__Lori",3,"","","","","","","","","","","","","","","","","","","","","","","","","design.based.research",""
"Poole__Frederick",3,"","","","","","","","","","","","","","","","","","","","","","","","","instructional.design",""
"Rahimi__Farzan_Baradaran",3,"","","","","","","","","","","","","","","","","","","","","","","","","design.process",""
"Ravitz__Jason",3,"","","","","","","","","","","","","","","","","","","","","","","","","professional.development",""
"Repko.Erwin__Melia",3,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"Retalis__Symeon",3,"","","","","","","","","","","","","","","","","","","","","","","","","design.based.research",""
"Robinson__Eric",3,"","","","","","","","","","","","","","","","","","","","","","","","","learning.environment",""
"Roby__ReAnna",3,"","","","","","","","","","","","","","","","","","","","","","","","","learning.environment",""
"Rottman__Benjamin",3,"","","","","","","","","","","","","","","","","","","","","","","","","learning.science",""
"S__Sushil",3,"","","","","","","","","","","","","","","","","","","","","","","","","teacher.learning",""
"Semken__Steven",3,"","","","","","","","","","","","","","","","","","","","","","","","","case.study",""
"Seyam__Mohamed",3,"","","","","","","","","","","","","","","","","","","","","","","","","learning.environment",""
"Seylar__John",3,"","","","","","","","","","","","","","","","","","","","","","","","","professional.development",""
"Sinha__Ravi",3,"","","","","","","","","","","","","","","","","","","","","","","","","education.research","learning.environment"
"Snow__Erica",3,"","","","","","","","","","","","","","","","","","","","","","","","","learning.science",""
"Solomon__Amber",3,"","","","","","","","","","","","","","","","","","","","","","","","","case.study",""
"St._Clair__Natalya",3,"","","","","","","","","","","","","","","","","","","","","","","","","high.school",""
"Suchow__Ariella",3,"","","","","","","","","","","","","","","","","","","","","","","","","case.study",""
"Tamrakar__Amir",3,"","","","","","","","","","","","","","","","","","","","","","","","","science.education",""
"Tedre__Matti",3,"","","","","","","","","","","","","","","","","","","","","","","","","professional.development",""
"Tuvilla__Mavreen",3,"","","","","","","","","","","","","","","","","","","","","","","","","science.education",""
"Uchidiuno__Judith_Odili",3,"","","","","","","","","","","","","","","","","","","","","","","","","learning.environment",""
"Vogel__Sara",3,"","","","","","","","","","","","","","","","","","","","","","","","","student.learning",""
"Wang__Yutong",3,"","","","","","","","","","","","","","","","","","","","","","","","","case.study",""
"Washington__Lorenzo",3,"","","","","","","","","","","","","","","","","","","","","","","","","high.school",""
"Weinlader__Nolan",3,"","","","","","","","","","","","","","","","","","","","","","","","","learning.science",""
"Williams__Ben",3,"","","","","","","","","","","","","","","","","","","","","","","","","learning.experience",""
"Wright__Casey",3,"","","","","","","","","","","","","","","","","","","","","","","","","science.education",""
"Xu__Haoxin",3,"","","","","","","","","","","","","","","","","","","","","","","","","knowledge.building",""
"Xu__Xianlong",3,"","","","","","","","","","","","","","","","","","","","","","","","","knowledge.building",""
"Yao__William",3,"","","","","","","","","","","","","","","","","","","","","","","","","learning.environment",""
"Yu__Betty",3,"","","","","","","","","","","","","","","","","","","","","","","","","social.interaction",""
"Zimmerman__Randi",3,"","","","","","","","","","","","","","","","","","","","","","","","","deeper.understanding",""
"Adler__Idit",3,"","","","","","","","","","","","","","","","","","","","","","","","","","goal.study"
"Aguinaga__Jacob_M.",3,"","","","","","","","","","","","","","","","","","","","","","","","","","learning.environment"
"Balasubramaniam__Ramesh",3,"","","","","","","","","","","","","","","","","","","","","","","","","","learning.environment"
"Ballelos__Nikki_Anne_M.",3,"","","","","","","","","","","","","","","","","","","","","","","","","","learning.environment"
"Banzon__Allison_M.",3,"","","","","","","","","","","","","","","","","","","","","","","","","","learning.environment"
"Bene__Emma_P.",3,"","","","","","","","","","","","","","","","","","","","","","","","","","science.education"
"Bennett__Katrina_A.",3,"","","","","","","","","","","","","","","","","","","","","","","","","","science.education"
"Braasch__Jason_L._G.",3,"","","","","","","","","","","","","","","","","","","","","","","","","","learning.environment"
"Chakraborty__Shayok",3,"","","","","","","","","","","","","","","","","","","","","","","","","","problem.solving"
"Cheung__Marcus_Y.Y.",3,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"Chong__Kit.Ying_Angela",3,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cohen__Rinat_Levy",3,"","","","","","","","","","","","","","","","","","","","","","","","","","learning.environment"
"Copel__Liat",3,"","","","","","","","","","","","","","","","","","","","","","","","","","goal.study"
"Cottone__Amanda_M.",3,"","","","","","","","","","","","","","","","","","","","","","","","","","case.study"
"de_Castro_Brasileiro__César",3,"","","","","","","","","","","","","","","","","","","","","","","","","","case.study"
"de_Deus_Lopes__Roseli",3,"","","","","","","","","","","","","","","","","","","","","","","","","","student.learning"
"De_Smedt__Fien",3,"","","","","","","","","","","","","","","","","","","","","","","","","","learning.environment"
"Dever__Daryn_A.",3,"","","","","","","","","","","","","","","","","","","","","","","","","","learning.environment"
"Dong__Shengwen",3,"","","","","","","","","","","","","","","","","","","","","","","","","","learning.outcome"
"Edelsbrunner__Peter_A.",3,"","","","","","","","","","","","","","","","","","","","","","","","","","science.education"
"Eng__Jess",3,"","","","","","","","","","","","","","","","","","","","","","","","","","learning.experience"
"Espino__Danielle_P.",3,"","","","","","","","","","","","","","","","","","","","","","","","","","network.analysis"
"Estrada__Andrew",3,"","","","","","","","","","","","","","","","","","","","","","","","","","case.study"
"Fiacco__James",3,"","","","","","","","","","","","","","","","","","","","","","","","","","computer.science"
"Fried__Ron",3,"","","","","","","","","","","","","","","","","","","","","","","","","","science.curriculum"
"Ganaiem__Masaood",3,"","","","","","","","","","","","","","","","","","","","","","","","","","learning.environment"
"Ganaiem__Wisal",3,"","","","","","","","","","","","","","","","","","","","","","","","","","learning.environment"
"Gargroetzi__Emma_C.",3,"","","","","","","","","","","","","","","","","","","","","","","","","","science.education"
"Greene__Jeffrey_A.",3,"","","","","","","","","","","","","","","","","","","","","","","","","","collaborative.learning"
"Gröschner__Alexander",3,"","","","","","","","","","","","","","","","","","","","","","","","","","professional.development"
"Haan__Ki.Won",3,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"Hamilton__Eric_R.",3,"","","","","","","","","","","","","","","","","","","","","","","","","","network.analysis"
"Hansen__Tyler",3,"","","","","","","","","","","","","","","","","","","","","","","","","","high.school"
"Heredia__Sara_C",3,"","","","","","","","","","","","","","","","","","","","","","","","","","professional.development"
"Hokama__Megan",3,"","","","","","","","","","","","","","","","","","","","","","","","","","network.analysis"
"Holmes__N._G.",3,"","","","","","","","","","","","","","","","","","","","","","","","","","learning.environment"
"Hoppenstedt__Eduardo",3,"","","","","","","","","","","","","","","","","","","","","","","","","","learning.activity"
"Jarbo__Kevin",3,"","","","","","","","","","","","","","","","","","","","","","","","","","teacher.student"
"Joy__Tugce",3,"","","","","","","","","","","","","","","","","","","","","","","","","","learning.activity"
"Kaikhosroshvili__Keke",3,"","","","","","","","","","","","","","","","","","","","","","","","","","science.education"
"Kang__Jina",3,"","","","","","","","","","","","","","","","","","","","","","","","","","student.learning"
"Kessler__Erica_D.",3,"","","","","","","","","","","","","","","","","","","","","","","","","","learning.environment"
"Khan__Rubaina",3,"","","","","","","","","","","","","","","","","","","","","","","","","","learning.science"
"Landrieu__Yana",3,"","","","","","","","","","","","","","","","","","","","","","","","","","learning.environment"
"Law__Nicola_YL.",3,"","","","","","","","","","","","","","","","","","","","","","","","","","high.school"
"Lee__Seung_B.",3,"","","","","","","","","","","","","","","","","","","","","","","","","","network.analysis"
"Leisner__David",3,"","","","","","","","","","","","","","","","","","","","","","","","","","learning.environment"
"Lerner__Bella",3,"","","","","","","","","","","","","","","","","","","","","","","","","","learning.experience"
"Li__Xiaofeng",3,"","","","","","","","","","","","","","","","","","","","","","","","","","learning.outcome"
"Liu__Yuci",3,"","","","","","","","","","","","","","","","","","","","","","","","","","learning.environment"
"Lyons__Kayley",3,"","","","","","","","","","","","","","","","","","","","","","","","","","collaborative.learning"
"Malkinson__Noam",3,"","","","","","","","","","","","","","","","","","","","","","","","","","learning.community"
"Mallavarapu__Aditi",3,"","","","","","","","","","","","","","","","","","","","","","","","","","learning.environment"
"Marei__Amin",3,"","","","","","","","","","","","","","","","","","","","","","","","","","professional.development"
"McAlister__Anne_M.",3,"","","","","","","","","","","","","","","","","","","","","","","","","","case.study"
"McEwen__Rhonda",3,"","","","","","","","","","","","","","","","","","","","","","","","","","learning.activity"
"McLaughlin__Jacqueline_E.",3,"","","","","","","","","","","","","","","","","","","","","","","","","","collaborative.learning"
"Morrison__Deb_L.",3,"","","","","","","","","","","","","","","","","","","","","","","","","","professional.development"
"Mullally__Martha",3,"","","","","","","","","","","","","","","","","","","","","","","","","","learning.activity"
"Norris__Cathie",3,"","","","","","","","","","","","","","","","","","","","","","","","","","goal.study"
"Özden__Şule_Yılmaz",3,"","","","","","","","","","","","","","","","","","","","","","","","","","learning.environment"
"Phonethibsavads__Anthony",3,"","","","","","","","","","","","","","","","","","","","","","","","","","learning.environment"
"Phuong__Andrew_Estrada",3,"","","","","","","","","","","","","","","","","","","","","","","","","","case.study"
"Preza__Chrysanthe",3,"","","","","","","","","","","","","","","","","","","","","","","","","","learning.environment"
"Richland__Lindsey",3,"","","","","","","","","","","","","","","","","","","","","","","","","","learning.experience"
"Sasson__Irit",3,"","","","","","","","","","","","","","","","","","","","","","","","","","learning.community"
"Shepherd__Sarah",3,"","","","","","","","","","","","","","","","","","","","","","","","","","case.study"
"Shinas__Valerie",3,"","","","","","","","","","","","","","","","","","","","","","","","","","learning.environment"
"Sokolikj__Zlatko",3,"","","","","","","","","","","","","","","","","","","","","","","","","","problem.solving"
"Stamatis__Kristina_M.",3,"","","","","","","","","","","","","","","","","","","","","","","","","","research.practice"
